athlete_id,division_id,division_name,target_percentile,overall_rank,performance_percentile,window_start_rank,window_end_rank,http_status,fetch_source,benchmark_stat_count,parsed_at
2940902,18,Men 35-39,90,2933,89.9486,2903,2933,200,cache,14,2026-07-12T18:12:56.197977+00:00
511644,18,Men 35-39,95,1445,95.0497,1444,1474,200,cache,0,2026-07-12T18:12:56.197977+00:00
2784497,18,Men 35-39,95,1446,95.0463,1444,1474,200,cache,0,2026-07-12T18:12:56.197977+00:00
781430,18,Men 35-39,95,1448,95.0394,1444,1474,200,cache,8,2026-07-12T18:12:56.197977+00:00
1032640,18,Men 35-39,95,1449,95.0360,1444,1474,200,cache,0,2026-07-12T18:12:56.197977+00:00
491141,18,Men 35-39,95,1450,95.0326,1444,1474,200,cache,0,2026-07-12T18:12:56.197977+00:00
2344452,18,Men 35-39,95,1451,95.0291,1444,1474,200,cache,0,2026-07-12T18:12:56.197977+00:00
427411,18,Men 35-39,95,1453,95.0223,1444,1474,200,cache,8,2026-07-12T18:12:56.197977+00:00
2805193,18,Men 35-39,95,1454,95.0189,1444,1474,200,cache,0,2026-07-12T18:12:56.197977+00:00
1616534,18,Men 35-39,95,1455,95.0154,1444,1474,200,cache,0,2026-07-12T18:12:56.197977+00:00
501707,18,Men 35-39,95,1456,95.0120,1444,1474,200,cache,11,2026-07-12T18:12:56.197977+00:00
529411,18,Men 35-39,95,1457,95.0086,1444,1474,200,cache,9,2026-07-12T18:12:56.197977+00:00
2246975,18,Men 35-39,95,1458,95.0051,1444,1474,200,cache,37,2026-07-12T18:12:56.197977+00:00
2822000,18,Men 35-39,95,1459,95.0017,1444,1474,200,cache,0,2026-07-12T18:12:56.197977+00:00
2163489,18,Men 35-39,95,1461,94.9949,1444,1474,200,cache,7,2026-07-12T18:12:56.197977+00:00
960944,18,Men 35-39,95,1462,94.9914,1444,1474,200,cache,0,2026-07-12T18:12:56.197977+00:00
55894,18,Men 35-39,95,1464,94.9846,1444,1474,200,cache,11,2026-07-12T18:12:56.197977+00:00
1325725,18,Men 35-39,95,1465,94.9811,1444,1474,200,cache,0,2026-07-12T18:12:56.197977+00:00
1076846,18,Men 35-39,95,1466,94.9777,1444,1474,200,cache,16,2026-07-12T18:12:56.197977+00:00
1913135,18,Men 35-39,95,1467,94.9743,1444,1474,200,cache,6,2026-07-12T18:12:56.197977+00:00
140162,18,Men 35-39,95,1468,94.9709,1444,1474,200,cache,9,2026-07-12T18:12:56.197977+00:00
1757786,18,Men 35-39,95,1469,94.9674,1444,1474,200,cache,11,2026-07-12T18:12:56.197977+00:00
686756,18,Men 35-39,95,1470,94.9640,1444,1474,200,cache,9,2026-07-12T18:12:56.197977+00:00
1044596,18,Men 35-39,95,1471,94.9606,1444,1474,200,cache,6,2026-07-12T18:12:56.197977+00:00
1928429,18,Men 35-39,95,1473,94.9537,1444,1474,200,cache,0,2026-07-12T18:12:56.197977+00:00
1352790,18,Men 35-39,95,1474,94.9503,1444,1474,200,cache,16,2026-07-12T18:12:56.197977+00:00
229351,18,Men 35-39,99,277,99.0538,277,307,200,cache,6,2026-07-12T18:12:56.197977+00:00
845892,18,Men 35-39,99,278,99.0504,277,307,200,cache,0,2026-07-12T18:12:56.197977+00:00
1580957,18,Men 35-39,99,279,99.0470,277,307,200,cache,0,2026-07-12T18:12:56.197977+00:00
264704,18,Men 35-39,99,280,99.0435,277,307,200,cache,9,2026-07-12T18:12:56.197977+00:00
2402323,18,Men 35-39,99,281,99.0401,277,307,200,cache,9,2026-07-12T18:12:56.197977+00:00
867785,18,Men 35-39,99,282,99.0367,277,307,200,cache,6,2026-07-12T18:12:56.197977+00:00
2005224,18,Men 35-39,99,283,99.0333,277,307,200,cache,0,2026-07-12T18:12:56.197977+00:00
26401,18,Men 35-39,99,284,99.0298,277,307,200,cache,8,2026-07-12T18:12:56.197977+00:00
320627,18,Men 35-39,99,285,99.0264,277,307,200,cache,2,2026-07-12T18:12:56.197977+00:00
274875,18,Men 35-39,99,286,99.0230,277,307,200,cache,7,2026-07-12T18:12:56.197977+00:00
870105,18,Men 35-39,99,287,99.0195,277,307,200,cache,0,2026-07-12T18:12:56.197977+00:00
112164,18,Men 35-39,99,288,99.0161,277,307,200,cache,0,2026-07-12T18:12:56.197977+00:00
214307,18,Men 35-39,99,289,99.0127,277,307,200,cache,9,2026-07-12T18:12:56.197977+00:00
13712,18,Men 35-39,99,290,99.0093,277,307,200,cache,10,2026-07-12T18:12:56.197977+00:00
503512,18,Men 35-39,99,291,99.0058,277,307,200,cache,0,2026-07-12T18:12:56.197977+00:00
259607,18,Men 35-39,99,292,99.0024,277,307,200,cache,4,2026-07-12T18:12:56.197977+00:00
1981831,18,Men 35-39,99,293,98.9990,277,307,200,cache,19,2026-07-12T18:12:56.197977+00:00
1784402,18,Men 35-39,99,294,98.9955,277,307,200,cache,5,2026-07-12T18:12:56.197977+00:00
31874,18,Men 35-39,99,295,98.9921,277,307,200,cache,0,2026-07-12T18:12:56.197977+00:00
638487,18,Men 35-39,99,296,98.9887,277,307,404,error,0,2026-07-12T18:12:56.197977+00:00
2085356,18,Men 35-39,99,297,98.9853,277,307,200,cache,0,2026-07-12T18:12:56.197977+00:00
852035,18,Men 35-39,99,298,98.9818,277,307,200,cache,8,2026-07-12T18:12:56.197977+00:00
1817730,18,Men 35-39,99,300,98.9750,277,307,200,cache,0,2026-07-12T18:12:56.197977+00:00
849037,18,Men 35-39,99,301,98.9715,277,307,200,cache,0,2026-07-12T18:12:56.197977+00:00
903907,18,Men 35-39,99,303,98.9647,277,307,200,cache,3,2026-07-12T18:12:56.197977+00:00
453267,18,Men 35-39,99,304,98.9613,277,307,200,cache,20,2026-07-12T18:12:56.197977+00:00
391128,18,Men 35-39,99,305,98.9578,277,307,200,cache,11,2026-07-12T18:12:56.197977+00:00
864020,18,Men 35-39,99,306,98.9544,277,307,200,cache,7,2026-07-12T18:12:56.197977+00:00
201654,12,Men 40-44,75,5478,75.0694,5478,5508,200,cache,5,2026-07-12T18:12:56.197977+00:00
43837,12,Men 40-44,75,5479,75.0649,5478,5508,200,cache,9,2026-07-12T18:12:56.197977+00:00
2484628,12,Men 40-44,75,5480,75.0603,5478,5508,200,cache,0,2026-07-12T18:12:56.197977+00:00
2165973,12,Men 40-44,75,5481,75.0558,5478,5508,200,cache,10,2026-07-12T18:12:56.197977+00:00
2492638,12,Men 40-44,75,5482,75.0512,5478,5508,200,cache,0,2026-07-12T18:12:56.197977+00:00
103602,12,Men 40-44,75,5483,75.0467,5478,5508,200,cache,17,2026-07-12T18:12:56.197977+00:00
698030,12,Men 40-44,75,5484,75.0421,5478,5508,200,cache,3,2026-07-12T18:12:56.197977+00:00
8551,12,Men 40-44,75,5485,75.0376,5478,5508,200,cache,5,2026-07-12T18:12:56.197977+00:00
2307739,12,Men 40-44,75,5486,75.0330,5478,5508,200,cache,0,2026-07-12T18:12:56.197977+00:00
1233956,12,Men 40-44,75,5487,75.0284,5478,5508,200,cache,0,2026-07-12T18:12:56.197977+00:00
2673066,12,Men 40-44,75,5488,75.0239,5478,5508,200,cache,18,2026-07-12T18:12:56.197977+00:00
2832852,12,Men 40-44,75,5489,75.0193,5478,5508,200,cache,0,2026-07-12T18:12:56.197977+00:00
14205,12,Men 40-44,75,5490,75.0148,5478,5508,200,cache,5,2026-07-12T18:12:56.197977+00:00
2719950,12,Men 40-44,75,5491,75.0102,5478,5508,200,cache,0,2026-07-12T18:12:56.197977+00:00
2645050,12,Men 40-44,75,5493,75.0011,5478,5508,200,cache,0,2026-07-12T18:12:56.197977+00:00
1699762,12,Men 40-44,75,5495,74.9920,5478,5508,200,cache,0,2026-07-12T18:12:56.197977+00:00
2914821,12,Men 40-44,75,5496,74.9875,5478,5508,200,cache,0,2026-07-12T18:12:56.197977+00:00
2915362,12,Men 40-44,75,5498,74.9784,5478,5508,200,cache,0,2026-07-12T18:12:56.197977+00:00
2783977,12,Men 40-44,75,5500,74.9693,5478,5508,200,cache,0,2026-07-12T18:12:56.197977+00:00
2545,12,Men 40-44,75,5501,74.9647,5478,5508,200,cache,13,2026-07-12T18:12:56.197977+00:00
1606849,12,Men 40-44,75,5502,74.9602,5478,5508,200,cache,4,2026-07-12T18:12:56.197977+00:00
89567,12,Men 40-44,75,5503,74.9556,5478,5508,200,cache,12,2026-07-12T18:12:56.197977+00:00
1926646,12,Men 40-44,75,5504,74.9511,5478,5508,200,cache,5,2026-07-12T18:12:56.197977+00:00
2780519,12,Men 40-44,75,5506,74.9420,5478,5508,200,cache,3,2026-07-12T18:12:56.197977+00:00
2171253,12,Men 40-44,75,5507,74.9374,5478,5508,200,cache,59,2026-07-12T18:12:56.197977+00:00
1213361,12,Men 40-44,80,4378,80.0765,4378,4408,200,cache,0,2026-07-12T18:12:56.197977+00:00
2956015,12,Men 40-44,80,4379,80.0719,4378,4408,200,cache,0,2026-07-12T18:12:56.197977+00:00
515865,12,Men 40-44,80,4381,80.0628,4378,4408,200,cache,0,2026-07-12T18:12:56.197977+00:00
2136480,12,Men 40-44,80,4382,80.0583,4378,4408,200,cache,7,2026-07-12T18:12:56.197977+00:00
238281,12,Men 40-44,80,4384,80.0492,4378,4408,200,cache,4,2026-07-12T18:12:56.197977+00:00
2401702,12,Men 40-44,80,4385,80.0446,4378,4408,200,cache,43,2026-07-12T18:12:56.197977+00:00
1994531,12,Men 40-44,80,4386,80.0401,4378,4408,200,cache,0,2026-07-12T18:12:56.197977+00:00
2267819,12,Men 40-44,80,4387,80.0355,4378,4408,200,cache,0,2026-07-12T18:12:56.197977+00:00
637560,12,Men 40-44,80,4388,80.0310,4378,4408,200,cache,7,2026-07-12T18:12:56.197977+00:00
100920,12,Men 40-44,80,4389,80.0264,4378,4408,200,cache,8,2026-07-12T18:12:56.197977+00:00
325273,12,Men 40-44,80,4390,80.0218,4378,4408,200,cache,25,2026-07-12T18:12:56.197977+00:00
93680,12,Men 40-44,80,4391,80.0173,4378,4408,200,cache,0,2026-07-12T18:12:56.197977+00:00
2716440,12,Men 40-44,80,4392,80.0127,4378,4408,200,cache,18,2026-07-12T18:12:56.197977+00:00
1137935,12,Men 40-44,80,4393,80.0082,4378,4408,200,cache,7,2026-07-12T18:12:56.197977+00:00
2719142,12,Men 40-44,80,4395,79.9991,4378,4408,200,cache,0,2026-07-12T18:12:56.197977+00:00
2404938,12,Men 40-44,80,4396,79.9945,4378,4408,200,cache,5,2026-07-12T18:12:56.197977+00:00
792799,12,Men 40-44,80,4397,79.9900,4378,4408,200,cache,0,2026-07-12T18:12:56.197977+00:00
186803,12,Men 40-44,80,4399,79.9809,4378,4408,200,cache,9,2026-07-12T18:12:56.197977+00:00
9516,12,Men 40-44,80,4400,79.9763,4378,4408,200,cache,10,2026-07-12T18:12:56.197977+00:00
1169100,12,Men 40-44,80,4401,79.9718,4378,4408,200,cache,17,2026-07-12T18:12:56.197977+00:00
2443319,12,Men 40-44,80,4402,79.9672,4378,4408,200,cache,8,2026-07-12T18:12:56.197977+00:00
20879,12,Men 40-44,80,4403,79.9627,4378,4408,200,cache,0,2026-07-12T18:12:56.197977+00:00
2947684,12,Men 40-44,80,4404,79.9581,4378,4408,200,cache,0,2026-07-12T18:12:56.197977+00:00
2462023,12,Men 40-44,80,4407,79.9445,4378,4408,200,cache,8,2026-07-12T18:12:56.197977+00:00
1893975,12,Men 40-44,80,4408,79.9399,4378,4408,200,cache,11,2026-07-12T18:12:56.197977+00:00
2421708,12,Men 40-44,85,3281,85.0699,3281,3311,200,cache,0,2026-07-12T18:12:56.197977+00:00
94560,12,Men 40-44,85,3282,85.0653,3281,3311,200,cache,8,2026-07-12T18:12:56.197977+00:00
99697,12,Men 40-44,85,3283,85.0608,3281,3311,200,cache,0,2026-07-12T18:12:56.197977+00:00
2788885,12,Men 40-44,85,3284,85.0562,3281,3311,200,cache,0,2026-07-12T18:12:56.197977+00:00
108067,12,Men 40-44,85,3285,85.0517,3281,3311,200,cache,8,2026-07-12T18:12:56.197977+00:00
1379997,12,Men 40-44,85,3286,85.0471,3281,3311,200,cache,5,2026-07-12T18:12:56.197977+00:00
1671503,12,Men 40-44,85,3289,85.0335,3281,3311,200,cache,15,2026-07-12T18:12:56.197977+00:00
1587276,12,Men 40-44,85,3290,85.0289,3281,3311,200,cache,0,2026-07-12T18:12:56.197977+00:00
1244035,12,Men 40-44,85,3291,85.0244,3281,3311,200,cache,1,2026-07-12T18:12:56.197977+00:00
2968318,12,Men 40-44,85,3292,85.0198,3281,3311,200,cache,0,2026-07-12T18:12:56.197977+00:00
699142,12,Men 40-44,85,3293,85.0152,3281,3311,200,cache,0,2026-07-12T18:12:56.197977+00:00
2194985,12,Men 40-44,85,3294,85.0107,3281,3311,200,cache,0,2026-07-12T18:12:56.197977+00:00
2397377,12,Men 40-44,85,3295,85.0061,3281,3311,200,cache,0,2026-07-12T18:12:56.197977+00:00
1776031,12,Men 40-44,85,3296,85.0016,3281,3311,200,cache,23,2026-07-12T18:12:56.197977+00:00
2705314,12,Men 40-44,85,3297,84.9970,3281,3311,200,cache,2,2026-07-12T18:12:56.197977+00:00
2115334,12,Men 40-44,85,3298,84.9925,3281,3311,200,cache,7,2026-07-12T18:12:56.197977+00:00
1656477,12,Men 40-44,85,3299,84.9879,3281,3311,200,cache,1,2026-07-12T18:12:56.197977+00:00
228144,12,Men 40-44,85,3300,84.9834,3281,3311,200,cache,8,2026-07-12T18:12:56.197977+00:00
2233598,12,Men 40-44,85,3301,84.9788,3281,3311,200,cache,0,2026-07-12T18:12:56.197977+00:00
140403,12,Men 40-44,85,3303,84.9697,3281,3311,200,cache,0,2026-07-12T18:12:56.197977+00:00
263323,12,Men 40-44,85,3304,84.9652,3281,3311,200,cache,11,2026-07-12T18:12:56.197977+00:00
819616,12,Men 40-44,85,3305,84.9606,3281,3311,200,cache,0,2026-07-12T18:12:56.197977+00:00
1262065,12,Men 40-44,85,3306,84.9561,3281,3311,200,cache,0,2026-07-12T18:12:56.197977+00:00
237162,12,Men 40-44,85,3307,84.9515,3281,3311,200,cache,0,2026-07-12T18:12:56.197977+00:00
1397130,12,Men 40-44,85,3308,84.9470,3281,3311,200,cache,0,2026-07-12T18:12:56.197977+00:00
1981644,12,Men 40-44,85,3309,84.9424,3281,3311,200,cache,25,2026-07-12T18:12:56.197977+00:00
528611,12,Men 40-44,85,3310,84.9379,3281,3311,200,cache,0,2026-07-12T18:12:56.197977+00:00
470027,12,Men 40-44,90,2182,90.0724,2182,2212,200,cache,0,2026-07-12T18:12:56.197977+00:00
1080692,12,Men 40-44,90,2184,90.0633,2182,2212,200,cache,17,2026-07-12T18:12:56.197977+00:00
2642653,12,Men 40-44,90,2185,90.0587,2182,2212,200,cache,0,2026-07-12T18:12:56.197977+00:00
502259,12,Men 40-44,90,2186,90.0542,2182,2212,200,cache,12,2026-07-12T18:12:56.197977+00:00
2081501,12,Men 40-44,90,2187,90.0496,2182,2212,200,cache,0,2026-07-12T18:12:56.197977+00:00
1626124,12,Men 40-44,90,2188,90.0451,2182,2212,200,cache,11,2026-07-12T18:12:56.197977+00:00
2816450,12,Men 40-44,90,2189,90.0405,2182,2212,200,cache,1,2026-07-12T18:12:56.197977+00:00
2406385,12,Men 40-44,90,2190,90.0360,2182,2212,200,cache,0,2026-07-12T18:12:56.197977+00:00
2494296,12,Men 40-44,90,2191,90.0314,2182,2212,200,cache,9,2026-07-12T18:12:56.197977+00:00
1015103,12,Men 40-44,90,2192,90.0269,2182,2212,200,cache,5,2026-07-12T18:12:56.197977+00:00
2472828,12,Men 40-44,90,2194,90.0178,2182,2212,200,cache,0,2026-07-12T18:12:56.197977+00:00
2078090,12,Men 40-44,90,2195,90.0132,2182,2212,200,cache,0,2026-07-12T18:12:56.197977+00:00
2091300,12,Men 40-44,90,2196,90.0086,2182,2212,200,cache,3,2026-07-12T18:12:56.197977+00:00
2062530,12,Men 40-44,90,2197,90.0041,2182,2212,200,cache,3,2026-07-12T18:12:56.197977+00:00
2106067,12,Men 40-44,90,2198,89.9995,2182,2212,200,cache,0,2026-07-12T18:12:56.197977+00:00
2225066,12,Men 40-44,90,2199,89.9950,2182,2212,200,cache,5,2026-07-12T18:12:56.197977+00:00
1855895,12,Men 40-44,90,2200,89.9904,2182,2212,200,cache,9,2026-07-12T18:12:56.197977+00:00
1362753,12,Men 40-44,90,2202,89.9813,2182,2212,200,cache,0,2026-07-12T18:12:56.197977+00:00
2187474,12,Men 40-44,90,2203,89.9768,2182,2212,200,cache,14,2026-07-12T18:12:56.197977+00:00
180180,12,Men 40-44,90,2204,89.9722,2182,2212,200,cache,7,2026-07-12T18:12:56.197977+00:00
1362230,12,Men 40-44,90,2205,89.9677,2182,2212,200,cache,21,2026-07-12T18:12:56.197977+00:00
31868,12,Men 40-44,90,2207,89.9586,2182,2212,200,cache,10,2026-07-12T18:12:56.197977+00:00
1468502,12,Men 40-44,90,2208,89.9540,2182,2212,200,cache,27,2026-07-12T18:12:56.197977+00:00
556615,12,Men 40-44,90,2209,89.9495,2182,2212,200,cache,10,2026-07-12T18:12:56.197977+00:00
668686,12,Men 40-44,90,2210,89.9449,2182,2212,200,cache,0,2026-07-12T18:12:56.197977+00:00
2688707,12,Men 40-44,90,2211,89.9404,2182,2212,200,cache,0,2026-07-12T18:12:56.197977+00:00
2822763,12,Men 40-44,90,2212,89.9358,2182,2212,200,cache,0,2026-07-12T18:12:56.197977+00:00
285408,12,Men 40-44,95,1084,95.0703,1084,1114,200,cache,0,2026-07-12T18:12:56.197977+00:00
2404933,12,Men 40-44,95,1085,95.0658,1084,1114,200,cache,0,2026-07-12T18:12:56.197977+00:00
396025,12,Men 40-44,95,1086,95.0612,1084,1114,200,cache,10,2026-07-12T18:12:56.197977+00:00
472598,12,Men 40-44,95,1087,95.0567,1084,1114,200,cache,5,2026-07-12T18:12:56.197977+00:00
2399552,12,Men 40-44,95,1089,95.0476,1084,1114,200,cache,0,2026-07-12T18:12:56.197977+00:00
878504,12,Men 40-44,95,1090,95.0430,1084,1114,200,cache,5,2026-07-12T18:12:56.197977+00:00
581473,12,Men 40-44,95,1092,95.0339,1084,1114,200,cache,6,2026-07-12T18:12:56.197977+00:00
129468,12,Men 40-44,95,1093,95.0294,1084,1114,200,cache,14,2026-07-12T18:12:56.197977+00:00
259741,12,Men 40-44,95,1094,95.0248,1084,1114,200,cache,0,2026-07-12T18:12:56.197977+00:00
2090907,12,Men 40-44,95,1095,95.0203,1084,1114,200,cache,4,2026-07-12T18:12:56.197977+00:00
264510,12,Men 40-44,95,1096,95.0157,1084,1114,200,cache,0,2026-07-12T18:12:56.197977+00:00
1169933,12,Men 40-44,95,1097,95.0112,1084,1114,200,cache,0,2026-07-12T18:12:56.197977+00:00
129374,12,Men 40-44,95,1098,95.0066,1084,1114,200,cache,0,2026-07-12T18:12:56.197977+00:00
348920,12,Men 40-44,95,1099,95.0020,1084,1114,200,cache,7,2026-07-12T18:12:56.197977+00:00
499772,12,Men 40-44,95,1100,94.9975,1084,1114,200,cache,6,2026-07-12T18:12:56.197977+00:00
1437331,12,Men 40-44,95,1101,94.9929,1084,1114,200,cache,0,2026-07-12T18:12:56.197977+00:00
2908359,12,Men 40-44,95,1102,94.9884,1084,1114,200,cache,0,2026-07-12T18:12:56.197977+00:00
1101929,12,Men 40-44,95,1103,94.9838,1084,1114,200,cache,0,2026-07-12T18:12:56.197977+00:00
1275202,12,Men 40-44,95,1104,94.9793,1084,1114,200,cache,0,2026-07-12T18:12:56.197977+00:00
649557,12,Men 40-44,95,1105,94.9747,1084,1114,200,cache,7,2026-07-12T18:12:56.197977+00:00
1754024,12,Men 40-44,95,1106,94.9702,1084,1114,200,cache,2,2026-07-12T18:12:56.197977+00:00
679314,12,Men 40-44,95,1108,94.9611,1084,1114,200,cache,6,2026-07-12T18:12:56.197977+00:00
1284570,12,Men 40-44,95,1109,94.9565,1084,1114,200,cache,12,2026-07-12T18:12:56.197977+00:00
1984386,12,Men 40-44,95,1110,94.9520,1084,1114,200,cache,1,2026-07-12T18:12:56.197977+00:00
2175678,12,Men 40-44,95,1111,94.9474,1084,1114,200,cache,7,2026-07-12T18:12:56.197977+00:00
808383,12,Men 40-44,95,1112,94.9429,1084,1114,200,cache,5,2026-07-12T18:12:56.197977+00:00
1337894,12,Men 40-44,95,1113,94.9383,1084,1114,200,cache,5,2026-07-12T18:12:56.197977+00:00
1191692,12,Men 40-44,95,1114,94.9338,1084,1114,200,cache,12,2026-07-12T18:12:56.197977+00:00
465862,12,Men 40-44,99,205,99.0714,205,235,200,cache,7,2026-07-12T18:12:56.197977+00:00
1050534,12,Men 40-44,99,206,99.0669,205,235,200,cache,0,2026-07-12T18:12:56.197977+00:00
2391210,12,Men 40-44,99,207,99.0623,205,235,200,cache,18,2026-07-12T18:12:56.197977+00:00
2634621,12,Men 40-44,99,208,99.0578,205,235,200,cache,18,2026-07-12T18:12:56.197977+00:00
1189381,12,Men 40-44,99,209,99.0532,205,235,200,cache,8,2026-07-12T18:12:56.197977+00:00
589314,12,Men 40-44,99,210,99.0487,205,235,200,cache,7,2026-07-12T18:12:56.197977+00:00
881406,12,Men 40-44,99,211,99.0441,205,235,200,cache,9,2026-07-12T18:12:56.197977+00:00
2492572,12,Men 40-44,99,212,99.0396,205,235,200,cache,6,2026-07-12T18:12:56.197977+00:00
658128,12,Men 40-44,99,213,99.0350,205,235,200,cache,0,2026-07-12T18:12:56.197977+00:00
1757278,12,Men 40-44,99,215,99.0259,205,235,200,cache,2,2026-07-12T18:12:56.197977+00:00
803105,12,Men 40-44,99,216,99.0213,205,235,200,cache,0,2026-07-12T18:12:56.197977+00:00
115897,12,Men 40-44,99,217,99.0168,205,235,200,cache,10,2026-07-12T18:12:56.197977+00:00
432407,12,Men 40-44,99,218,99.0122,205,235,200,cache,20,2026-07-12T18:12:56.197977+00:00
275126,12,Men 40-44,99,219,99.0077,205,235,200,cache,9,2026-07-12T18:12:56.197977+00:00
124495,12,Men 40-44,99,220,99.0031,205,235,200,cache,8,2026-07-12T18:12:56.197977+00:00
66149,12,Men 40-44,99,221,98.9986,205,235,200,cache,1,2026-07-12T18:12:56.197977+00:00
238112,12,Men 40-44,99,222,98.9940,205,235,200,cache,1,2026-07-12T18:12:56.197977+00:00
113934,12,Men 40-44,99,223,98.9895,205,235,200,cache,7,2026-07-12T18:12:56.197977+00:00
100409,12,Men 40-44,99,224,98.9849,205,235,200,cache,3,2026-07-12T18:12:56.197977+00:00
1263016,12,Men 40-44,99,225,98.9804,205,235,200,cache,0,2026-07-12T18:12:56.197977+00:00
18342,12,Men 40-44,99,226,98.9758,205,235,200,cache,10,2026-07-12T18:12:56.197977+00:00
256607,12,Men 40-44,99,227,98.9713,205,235,200,cache,26,2026-07-12T18:12:56.197977+00:00
1809022,12,Men 40-44,99,228,98.9667,205,235,200,cache,0,2026-07-12T18:12:56.197977+00:00
690966,12,Men 40-44,99,229,98.9622,205,235,200,cache,12,2026-07-12T18:12:56.197977+00:00
1300964,12,Men 40-44,99,230,98.9576,205,235,200,cache,6,2026-07-12T18:12:56.197977+00:00
2085811,12,Men 40-44,99,232,98.9485,205,235,200,cache,4,2026-07-12T18:12:56.197977+00:00
2543,12,Men 40-44,99,233,98.9440,205,235,200,cache,10,2026-07-12T18:12:56.197977+00:00
1091898,12,Men 40-44,99,234,98.9394,205,235,200,cache,0,2026-07-12T18:12:56.197977+00:00
2110170,12,Men 40-44,99,235,98.9349,205,235,200,cache,0,2026-07-12T18:12:56.197977+00:00
2958711,2,Women,75,26475,75.0146,26475,26505,200,cache,0,2026-07-12T18:12:56.197977+00:00
2643738,2,Women,75,26476,75.0137,26475,26505,200,cache,12,2026-07-12T18:12:56.197977+00:00
2683544,2,Women,75,26477,75.0127,26475,26505,200,cache,0,2026-07-12T18:12:56.197977+00:00
2715798,2,Women,75,26478,75.0118,26475,26505,200,cache,1,2026-07-12T18:12:56.197977+00:00
2252533,2,Women,75,26479,75.0109,26475,26505,200,cache,0,2026-07-12T18:12:56.197977+00:00
2688025,2,Women,75,26480,75.0099,26475,26505,200,cache,0,2026-07-12T18:12:56.197977+00:00
2420235,2,Women,75,26481,75.0090,26475,26505,200,cache,0,2026-07-12T18:12:56.197977+00:00
2576217,2,Women,75,26482,75.0080,26475,26505,200,cache,3,2026-07-12T18:12:56.197977+00:00
2792445,2,Women,75,26483,75.0071,26475,26505,200,cache,0,2026-07-12T18:12:56.197977+00:00
2400900,2,Women,75,26485,75.0052,26475,26505,200,cache,2,2026-07-12T18:12:56.197977+00:00
2964711,2,Women,75,26486,75.0042,26475,26505,200,cache,0,2026-07-12T18:12:56.197977+00:00
540855,2,Women,75,26488,75.0024,26475,26505,200,cache,4,2026-07-12T18:12:56.197977+00:00
2936226,2,Women,75,26489,75.0014,26475,26505,200,cache,0,2026-07-12T18:12:56.197977+00:00
838975,2,Women,75,26490,75.0005,26475,26505,200,cache,0,2026-07-12T18:12:56.197977+00:00
1260536,2,Women,75,26491,74.9995,26475,26505,200,cache,0,2026-07-12T18:12:56.197977+00:00
1884772,2,Women,75,26492,74.9986,26475,26505,200,cache,0,2026-07-12T18:12:56.197977+00:00
2445909,2,Women,75,26493,74.9976,26475,26505,200,cache,0,2026-07-12T18:12:56.197977+00:00
767839,2,Women,75,26494,74.9967,26475,26505,200,cache,11,2026-07-12T18:12:56.197977+00:00
2611446,2,Women,75,26495,74.9958,26475,26505,200,cache,0,2026-07-12T18:12:56.197977+00:00
1229109,2,Women,75,26496,74.9948,26475,26505,200,cache,0,2026-07-12T18:12:56.197977+00:00
1567861,2,Women,75,26497,74.9939,26475,26505,200,cache,0,2026-07-12T18:12:56.197977+00:00
2682351,2,Women,75,26498,74.9929,26475,26505,200,cache,0,2026-07-12T18:12:56.197977+00:00
2012806,2,Women,75,26499,74.9920,26475,26505,200,cache,5,2026-07-12T18:12:56.197977+00:00
2903857,2,Women,75,26500,74.9910,26475,26505,200,cache,0,2026-07-12T18:12:56.197977+00:00
1953814,2,Women,75,26502,74.9891,26475,26505,200,cache,0,2026-07-12T18:12:56.197977+00:00
2783743,2,Women,75,26504,74.9873,26475,26505,200,cache,0,2026-07-12T18:12:56.197977+00:00
2181198,2,Women,75,26505,74.9863,26475,26505,200,cache,4,2026-07-12T18:12:56.197977+00:00
1587017,2,Women,80,21177,80.0147,21177,21207,200,cache,7,2026-07-12T18:12:56.197977+00:00
2105977,2,Women,80,21178,80.0138,21177,21207,200,cache,5,2026-07-12T18:12:56.197977+00:00
989580,2,Women,80,21179,80.0128,21177,21207,200,cache,0,2026-07-12T18:12:56.197977+00:00
1797990,2,Women,80,21180,80.0119,21177,21207,200,cache,6,2026-07-12T18:12:56.197977+00:00
2228246,2,Women,80,21181,80.0109,21177,21207,200,cache,8,2026-07-12T18:12:56.197977+00:00
2949443,2,Women,80,21182,80.0100,21177,21207,200,cache,0,2026-07-12T18:12:56.197977+00:00
2155472,2,Women,80,21183,80.0091,21177,21207,200,cache,0,2026-07-12T18:12:56.197977+00:00
2912281,2,Women,80,21184,80.0081,21177,21207,200,cache,0,2026-07-12T18:12:56.197977+00:00
1989963,2,Women,80,21185,80.0072,21177,21207,200,cache,0,2026-07-12T18:12:56.197977+00:00
1576227,2,Women,80,21186,80.0062,21177,21207,200,cache,0,2026-07-12T18:12:56.197977+00:00
1159806,2,Women,80,21187,80.0053,21177,21207,200,cache,0,2026-07-12T18:12:56.197977+00:00
1992887,2,Women,80,21188,80.0043,21177,21207,200,cache,7,2026-07-12T18:12:56.197977+00:00
2052385,2,Women,80,21189,80.0034,21177,21207,200,cache,0,2026-07-12T18:12:56.197977+00:00
2435569,2,Women,80,21191,80.0015,21177,21207,200,cache,0,2026-07-12T18:12:56.197977+00:00
